"Jurisdicción","Sexo","Grupo de edad","Causa de muerte (CIE-10)","Total"
"Chaco","Varón","02.7 a 27 días","Q39",2
"Chaco","Varón","02.7 a 27 días","Q42",1
"Chaco","Varón","02.7 a 27 días","Q43",1
"Chaco","Varón","02.7 a 27 días","Q79",1
"Chaco","Varón","02.7 a 27 días","Q87",2
"Chaco","Varón","02.7 a 27 días","Q89",1
"Chaco","Varón","02.7 a 27 días","R95",1
"Chaco","Varón","02.7 a 27 días","X59",1
"Chaco","Varón","03.28 días a 11 meses","A09",6
"Chaco","Varón","03.28 días a 11 meses","A37",1
"Chaco","Varón","03.28 días a 11 meses","A39",2
"Chaco","Varón","03.28 días a 11 meses","A41",2
"Chaco","Varón","03.28 días a 11 meses","A49",1
"Chaco","Varón","03.28 días a 11 meses","C95",1
"Chaco","Varón","03.28 días a 11 meses","E43",5
"Chaco","Varón","03.28 días a 11 meses","E46",4
"Chaco","Varón","03.28 días a 11 meses","E86",2
"Chaco","Varón","03.28 días a 11 meses","E88",1
"Chaco","Varón","03.28 días a 11 meses","G00",2
"Chaco","Varón","03.28 días a 11 meses","G03",1
"Chaco","Varón","03.28 días a 11 meses","G04",1
"Chaco","Varón","03.28 días a 11 meses","G71",1
"Chaco","Varón","03.28 días a 11 meses","G91",1
"Chaco","Varón","03.28 días a 11 meses","I40",1
"Chaco","Varón","03.28 días a 11 meses","J15",1
"Chaco","Varón","03.28 días a 11 meses","J18",8
"Chaco","Varón","03.28 días a 11 meses","J21",1
"Chaco","Varón","03.28 días a 11 meses","J69",5
"Chaco","Varón","03.28 días a 11 meses","J96",1
"Chaco","Varón","03.28 días a 11 meses","J98",5
"Chaco","Varón","03.28 días a 11 meses","P05",1
"Chaco","Varón","03.28 días a 11 meses","P07",1
"Chaco","Varón","03.28 días a 11 meses","P26",1
"Chaco","Varón","03.28 días a 11 meses","P36",1
"Chaco","Varón","03.28 días a 11 meses","Q02",1
"Chaco","Varón","03.28 días a 11 meses","Q03",3
"Chaco","Varón","03.28 días a 11 meses","Q05",2
"Chaco","Varón","03.28 días a 11 meses","Q24",2
"Chaco","Varón","03.28 días a 11 meses","Q39",1
"Chaco","Varón","03.28 días a 11 meses","Q41",1
"Chaco","Varón","03.28 días a 11 meses","Q79",1
"Chaco","Varón","03.28 días a 11 meses","Q89",1
"Chaco","Varón","03.28 días a 11 meses","Q90",3
"Chaco","Varón","03.28 días a 11 meses","R56",1
"Chaco","Varón","03.28 días a 11 meses","R95",7
"Chaco","Varón","03.28 días a 11 meses","R99",5
"Chaco","Varón","03.28 días a 11 meses","V24",1
"Chaco","Varón","03.28 días a 11 meses","W74",1
"Chaco","Varón","03.28 días a 11 meses","W78",3
"Chaco","Varón","03.28 días a 11 meses","W79",1
"Chaco","Varón","03.28 días a 11 meses","X25",1
"Chaco","Varón","03.28 días a 11 meses","X49",2
"Chaco","Varón","03.28 días a 11 meses","X59",2
"Chaco","Varón","03.28 días a 11 meses","X92",1
"Chaco","Varón","04.1 año","A09",3
"Chaco","Varón","04.1 año","C92",1
"Chaco","Varón","04.1 año","D43",2
"Chaco","Varón","04.1 año","E43",2
"Chaco","Varón","04.1 año","G09",1
"Chaco","Varón","04.1 año","G93",1
"Chaco","Varón","04.1 año","J18",3
"Chaco","Varón","04.1 año","J69",1
"Chaco","Varón","04.1 año","J98",1
"Chaco","Varón","04.1 año","K72",1
"Chaco","Varón","04.1 año","Q24",2
"Chaco","Varón","04.1 año","Q63",1
"Chaco","Varón","04.1 año","R56",1
"Chaco","Varón","04.1 año","V89",2
"Chaco","Varón","04.1 año","W73",1
"Chaco","Varón","04.1 año","W74",1
"Chaco","Varón","04.1 año","W80",1
"Chaco","Varón","04.1 año","X59",1
"Chaco","Varón","05.2 años","A09",1
"Chaco","Varón","05.2 años","E84",1
"Chaco","Varón","05.2 años","G40",1
"Chaco","Varón","05.2 años","J18",1
"Chaco","Varón","05.2 años","J98",1
"Chaco","Varón","05.2 años","L08",1
"Chaco","Varón","05.2 años","Q24",2
"Chaco","Varón","05.2 años","V13",1
"Chaco","Varón","05.2 años","V80",1
"Chaco","Varón","05.2 años","W73",1
"Chaco","Varón","05.2 años","X09",1
"Chaco","Varón","06.3 años","A05",1
"Chaco","Varón","06.3 años","G04",1
"Chaco","Varón","06.3 años","J69",1
"Chaco","Varón","06.3 años","R99",1
"Chaco","Varón","07.4 años","E43",1
"Chaco","Varón","07.4 años","I42",1
"Chaco","Varón","07.4 años","K72",1
"Chaco","Varón","07.4 años","N05",1
"Chaco","Varón","07.4 años","Q02",1
"Chaco","Varón","07.4 años","Q03",1
"Chaco","Varón","07.4 años","Q75",1
"Chaco","Varón","07.4 años","V04",1
"Chaco","Varón","07.4 años","V68",1
"Chaco","Varón","07.4 años","V89",2
"Chaco","Varón","07.4 años","X59",1
"Chaco","Varón","08.5 a 9","A09",1
"Chaco","Varón","08.5 a 9","C49",1
"Chaco","Varón","08.5 a 9","C71",2
"Chaco","Varón","08.5 a 9","G40",1
"Chaco","Varón","08.5 a 9","G80",2
"Chaco","Varón","08.5 a 9","Q44",1
"Chaco","Varón","08.5 a 9","Q90",1
"Chaco","Varón","08.5 a 9","V03",3
"Chaco","Varón","08.5 a 9","V04",1
"Chaco","Varón","08.5 a 9","V23",1
"Chaco","Varón","08.5 a 9","V80",1
"Chaco","Varón","08.5 a 9","V89",1
"Chaco","Varón","08.5 a 9","W69",1
"Chaco","Varón","08.5 a 9","W74",2
"Chaco","Varón","08.5 a 9","W86",1
"Chaco","Varón","08.5 a 9","X59",1
"Chaco","Varón","08.5 a 9","X95",1
"Chaco","Varón","08.5 a 9","X97",1
"Chaco","Varón","09.10 a 14","C91",1
"Chaco","Varón","09.10 a 14","C92",1
"Chaco","Varón","09.10 a 14","C95",1
"Chaco","Varón","09.10 a 14","D43",1
"Chaco","Varón","09.10 a 14","G40",1
"Chaco","Varón","09.10 a 14","I33",1
"Chaco","Varón","09.10 a 14","I51",1
"Chaco","Varón","09.10 a 14","K72",1
"Chaco","Varón","09.10 a 14","M00",1
"Chaco","Varón","09.10 a 14","Q05",1
"Chaco","Varón","09.10 a 14","Q24",1
"Chaco","Varón","09.10 a 14","V13",1
"Chaco","Varón","09.10 a 14","V89",3
"Chaco","Varón","09.10 a 14","W74",1
"Chaco","Varón","09.10 a 14","X70",1
"Chaco","Varón","09.10 a 14","Y20",1
"Chaco","Varón","10.15 a 19","A16",2
"Chaco","Varón","10.15 a 19","C71",1
"Chaco","Varón","10.15 a 19","C91",1
"Chaco","Varón","10.15 a 19","D43",1
"Chaco","Varón","10.15 a 19","E12",1
"Chaco","Varón","10.15 a 19","E43",1
"Chaco","Varón","10.15 a 19","E76",1
"Chaco","Varón","10.15 a 19","F10",1
"Chaco","Varón","10.15 a 19","G03",1
"Chaco","Varón","10.15 a 19","G70",1
"Chaco","Varón","10.15 a 19","G80",2
"Chaco","Varón","10.15 a 19","I61",1
"Chaco","Varón","10.15 a 19","J15",1
"Chaco","Varón","10.15 a 19","J18",2
"Chaco","Varón","10.15 a 19","K72",1
"Chaco","Varón","10.15 a 19","Q89",1
"Chaco","Varón","10.15 a 19","V13",1
"Chaco","Varón","10.15 a 19","V16",1
"Chaco","Varón","10.15 a 19","V24",1
"Chaco","Varón","10.15 a 19","V43",1
"Chaco","Varón","10.15 a 19","V80",1
"Chaco","Varón","10.15 a 19","V88",1
"Chaco","Varón","10.15 a 19","V89",6
"Chaco","Varón","10.15 a 19","W01",1
"Chaco","Varón","10.15 a 19","W20",1
"Chaco","Varón","10.15 a 19","W34",1
"Chaco","Varón","10.15 a 19","W69",1
"Chaco","Varón","10.15 a 19","W73",1
"Chaco","Varón","10.15 a 19","W74",4
"Chaco","Varón","10.15 a 19","W87",1
"Chaco","Varón","10.15 a 19","X09",1
"Chaco","Varón","10.15 a 19","X70",6
"Chaco","Varón","10.15 a 19","X74",2
"Chaco","Varón","10.15 a 19","X95",2
"Chaco","Varón","10.15 a 19","X99",6
"Chaco","Varón","11.20 a 24","A41",1
"Chaco","Varón","11.20 a 24","C49",1
"Chaco","Varón","11.20 a 24","C62",2
"Chaco","Varón","11.20 a 24","C71",1
"Chaco","Varón","11.20 a 24","C76",1
"Chaco","Varón","11.20 a 24","C85",1
"Chaco","Varón","11.20 a 24","C91",1
"Chaco","Varón","11.20 a 24","G00",1
"Chaco","Varón","11.20 a 24","G62",1
"Chaco","Varón","11.20 a 24","I51",1
"Chaco","Varón","11.20 a 24","I71",1
"Chaco","Varón","11.20 a 24","J18",1
"Chaco","Varón","11.20 a 24","K76",1
"Chaco","Varón","11.20 a 24","M61",1
"Chaco","Varón","11.20 a 24","R96",2
"Chaco","Varón","11.20 a 24","R99",3
"Chaco","Varón","11.20 a 24","V14",1
"Chaco","Varón","11.20 a 24","V23",3
"Chaco","Varón","11.20 a 24","V26",1
"Chaco","Varón","11.20 a 24","V43",1
"Chaco","Varón","11.20 a 24","V49",1
"Chaco","Varón","11.20 a 24","V59",1
"Chaco","Varón","11.20 a 24","V84",1
"Chaco","Varón","11.20 a 24","V89",6
"Chaco","Varón","11.20 a 24","W33",1
"Chaco","Varón","11.20 a 24","W73",1
"Chaco","Varón","11.20 a 24","X47",1
"Chaco","Varón","11.20 a 24","X59",1
"Chaco","Varón","11.20 a 24","X70",4
"Chaco","Varón","11.20 a 24","X72",1
"Chaco","Varón","11.20 a 24","X74",3
"Chaco","Varón","11.20 a 24","X93",1
"Chaco","Varón","11.20 a 24","X94",2
"Chaco","Varón","11.20 a 24","X95",4
"Chaco","Varón","11.20 a 24","X99",6
"Chaco","Varón","11.20 a 24","Y20",1
"Chaco","Varón","12.25 a 29","A16",1
"Chaco","Varón","12.25 a 29","B20",1
"Chaco","Varón","12.25 a 29","C22",1
"Chaco","Varón","12.25 a 29","C41",1
"Chaco","Varón","12.25 a 29","C62",1
"Chaco","Varón","12.25 a 29","D43",1
"Chaco","Varón","12.25 a 29","E43",1
"Chaco","Varón","12.25 a 29","G03",1
"Chaco","Varón","12.25 a 29","I21",1
"Chaco","Varón","12.25 a 29","I38",1
"Chaco","Varón","12.25 a 29","K92",1
"Chaco","Varón","12.25 a 29","R96",2
"Chaco","Varón","12.25 a 29","R99",2
"Chaco","Varón","12.25 a 29","V09",1
"Chaco","Varón","12.25 a 29","V23",1
"Chaco","Varón","12.25 a 29","V43",1
"Chaco","Varón","12.25 a 29","V54",2
"Chaco","Varón","12.25 a 29","V89",8
"Chaco","Varón","12.25 a 29","W74",2
"Chaco","Varón","12.25 a 29","W87",1
"Chaco","Varón","12.25 a 29","X59",1
"Chaco","Varón","12.25 a 29","X70",1
"Chaco","Varón","12.25 a 29","X74",2
"Chaco","Varón","12.25 a 29","X94",1
"Chaco","Varón","12.25 a 29","X95",3
"Chaco","Varón","12.25 a 29","X99",8
"Chaco","Varón","13.30 a 34","A16",1
"Chaco","Varón","13.30 a 34","B20",1
"Chaco","Varón","13.30 a 34","B57",1
"Chaco","Varón","13.30 a 34","C16",1
"Chaco","Varón","13.30 a 34","C18",1
"Chaco","Varón","13.30 a 34","C80",1
"Chaco","Varón","13.30 a 34","C85",2
"Chaco","Varón","13.30 a 34","D43",1
"Chaco","Varón","13.30 a 34","G40",3
"Chaco","Varón","13.30 a 34","I42",1
"Chaco","Varón","13.30 a 34","J18",1
"Chaco","Varón","13.30 a 34","J96",1
"Chaco","Varón","13.30 a 34","K72",1
"Chaco","Varón","13.30 a 34","Q24",1
"Chaco","Varón","13.30 a 34","R96",2
"Chaco","Varón","13.30 a 34","R99",2
"Chaco","Varón","13.30 a 34","V13",1
"Chaco","Varón","13.30 a 34","V14",1
"Chaco","Varón","13.30 a 34","V23",2
"Chaco","Varón","13.30 a 34","V68",1
"Chaco","Varón","13.30 a 34","V89",2
"Chaco","Varón","13.30 a 34","W12",1
"Chaco","Varón","13.30 a 34","W20",1
"Chaco","Varón","13.30 a 34","W74",1
"Chaco","Varón","13.30 a 34","W87",1
"Chaco","Varón","13.30 a 34","X70",7
"Chaco","Varón","13.30 a 34","X74",2
"Chaco","Varón","13.30 a 34","X95",2
"Chaco","Varón","13.30 a 34","X99",3
"Chaco","Varón","14.35 a 39","A16",1
"Chaco","Varón","14.35 a 39","A41",2
"Chaco","Varón","14.35 a 39","B20",2
"Chaco","Varón","14.35 a 39","B23",1
"Chaco","Varón","14.35 a 39","C18",1
"Chaco","Varón","14.35 a 39","C32",1
"Chaco","Varón","14.35 a 39","C79",1
"Chaco","Varón","14.35 a 39","C81",2
"Chaco","Varón","14.35 a 39","C85",1
"Chaco","Varón","14.35 a 39","D65",1
"Chaco","Varón","14.35 a 39","E14",2
"Chaco","Varón","14.35 a 39","E43",1
"Chaco","Varón","14.35 a 39","F10",1
"Chaco","Varón","14.35 a 39","F29",1
"Chaco","Varón","14.35 a 39","I21",3
"Chaco","Varón","14.35 a 39","I42",1
"Chaco","Varón","14.35 a 39","I51",1
"Chaco","Varón","14.35 a 39","I60",1
"Chaco","Varón","14.35 a 39","I61",2
"Chaco","Varón","14.35 a 39","K70",2
"Chaco","Varón","14.35 a 39","K76",1
"Chaco","Varón","14.35 a 39","K80",1
"Chaco","Varón","14.35 a 39","M72",1
"Chaco","Varón","14.35 a 39","N18",1
"Chaco","Varón","14.35 a 39","R96",3
"Chaco","Varón","14.35 a 39","R99",2
"Chaco","Varón","14.35 a 39","V05",1
"Chaco","Varón","14.35 a 39","V48",1
"Chaco","Varón","14.35 a 39","V89",10
"Chaco","Varón","14.35 a 39","W70",1
"Chaco","Varón","14.35 a 39","W73",1
"Chaco","Varón","14.35 a 39","X70",3
"Chaco","Varón","14.35 a 39","X84",1
"Chaco","Varón","14.35 a 39","X99",5
"Chaco","Varón","14.35 a 39","Y09",1
"Chaco","Varón","15.40 a 44","A41",3
"Chaco","Varón","15.40 a 44","B20",1
"Chaco","Varón","15.40 a 44","B21",1
"Chaco","Varón","15.40 a 44","B24",1
"Chaco","Varón","15.40 a 44","C15",1
"Chaco","Varón","15.40 a 44","C16",3
"Chaco","Varón","15.40 a 44","C18",1
"Chaco","Varón","15.40 a 44","C20",1
"Chaco","Varón","15.40 a 44","C32",2
"Chaco","Varón","15.40 a 44","C34",9
"Chaco","Varón","15.40 a 44","C61",1
"Chaco","Varón","15.40 a 44","C71",2
"Chaco","Varón","15.40 a 44","C72",1
"Chaco","Varón","15.40 a 44","C92",3
"Chaco","Varón","15.40 a 44","E11",1
"Chaco","Varón","15.40 a 44","E14",1
"Chaco","Varón","15.40 a 44","E87",1
"Chaco","Varón","15.40 a 44","F10",1
"Chaco","Varón","15.40 a 44","G04",1
"Chaco","Varón","15.40 a 44","I10",1
"Chaco","Varón","15.40 a 44","I20",1
"Chaco","Varón","15.40 a 44","I21",4
"Chaco","Varón","15.40 a 44","I27",1
"Chaco","Varón","15.40 a 44","I42",1
"Chaco","Varón","15.40 a 44","I49",1
"Chaco","Varón","15.40 a 44","I50",4
"Chaco","Varón","15.40 a 44","I51",1
"Chaco","Varón","15.40 a 44","I61",1
"Chaco","Varón","15.40 a 44","I64",5
"Chaco","Varón","15.40 a 44","J18",1
"Chaco","Varón","15.40 a 44","J86",1
"Chaco","Varón","15.40 a 44","J98",2
"Chaco","Varón","15.40 a 44","K65",1
"Chaco","Varón","15.40 a 44","K70",1
"Chaco","Varón","15.40 a 44","K72",2
"Chaco","Varón","15.40 a 44","K74",2
"Chaco","Varón","15.40 a 44","K85",1
"Chaco","Varón","15.40 a 44","K92",2
"Chaco","Varón","15.40 a 44","M72",1
"Chaco","Varón","15.40 a 44","N18",1
"Chaco","Varón","15.40 a 44","N39",1
"Chaco","Varón","15.40 a 44","R96",8
"Chaco","Varón","15.40 a 44","R99",7
"Chaco","Varón","15.40 a 44","V03",1
"Chaco","Varón","15.40 a 44","V04",1
"Chaco","Varón","15.40 a 44","V23",1
"Chaco","Varón","15.40 a 44","V24",1
"Chaco","Varón","15.40 a 44","V43",2
"Chaco","Varón","15.40 a 44","V53",1
"Chaco","Varón","15.40 a 44","V89",5
"Chaco","Varón","15.40 a 44","W87",1
"Chaco","Varón","15.40 a 44","X33",1
"Chaco","Varón","15.40 a 44","X59",1
"Chaco","Varón","15.40 a 44","X70",5
"Chaco","Varón","15.40 a 44","X74",1
"Chaco","Varón","15.40 a 44","X99",2
"Chaco","Varón","16.45 a 49","A16",2
"Chaco","Varón","16.45 a 49","A41",5
"Chaco","Varón","16.45 a 49","B21",1
"Chaco","Varón","16.45 a 49","B57",1
"Chaco","Varón","16.45 a 49","B90",2
"Chaco","Varón","16.45 a 49","C06",1
"Chaco","Varón","16.45 a 49","C14",1
"Chaco","Varón","16.45 a 49","C16",5
"Chaco","Varón","16.45 a 49","C18",1
"Chaco","Varón","16.45 a 49","C20",1
"Chaco","Varón","16.45 a 49","C32",3
"Chaco","Varón","16.45 a 49","C34",5
"Chaco","Varón","16.45 a 49","C41",2
"Chaco","Varón","16.45 a 49","C48",1
"Chaco","Varón","16.45 a 49","C64",3
"Chaco","Varón","16.45 a 49","C79",1
"Chaco","Varón","16.45 a 49","C80",3
"Chaco","Varón","16.45 a 49","C85",1
"Chaco","Varón","16.45 a 49","D37",1
"Chaco","Varón","16.45 a 49","D64",1
"Chaco","Varón","16.45 a 49","E14",1
"Chaco","Varón","16.45 a 49","F10",1
"Chaco","Varón","16.45 a 49","G40",1
"Chaco","Varón","16.45 a 49","I11",1
"Chaco","Varón","16.45 a 49","I21",5
"Chaco","Varón","16.45 a 49","I25",2
"Chaco","Varón","16.45 a 49","I38",1
"Chaco","Varón","16.45 a 49","I42",1
"Chaco","Varón","16.45 a 49","I45",1
"Chaco","Varón","16.45 a 49","I48",1
"Chaco","Varón","16.45 a 49","I49",1
"Chaco","Varón","16.45 a 49","I50",3
"Chaco","Varón","16.45 a 49","I51",1
"Chaco","Varón","16.45 a 49","I61",7
"Chaco","Varón","16.45 a 49","I64",5
"Chaco","Varón","16.45 a 49","I67",2
"Chaco","Varón","16.45 a 49","I71",1
"Chaco","Varón","16.45 a 49","J18",3
"Chaco","Varón","16.45 a 49","J81",1
"Chaco","Varón","16.45 a 49","J86",2
"Chaco","Varón","16.45 a 49","J96",2
"Chaco","Varón","16.45 a 49","J98",1
"Chaco","Varón","16.45 a 49","K70",1
"Chaco","Varón","16.45 a 49","K72",2
"Chaco","Varón","16.45 a 49","K74",2
"Chaco","Varón","16.45 a 49","K76",1
"Chaco","Varón","16.45 a 49","K86",1
"Chaco","Varón","16.45 a 49","K92",1
"Chaco","Varón","16.45 a 49","M72",2
"Chaco","Varón","16.45 a 49","R96",12
"Chaco","Varón","16.45 a 49","R99",7
"Chaco","Varón","16.45 a 49","V03",1
"Chaco","Varón","16.45 a 49","V13",1
"Chaco","Varón","16.45 a 49","V29",1
"Chaco","Varón","16.45 a 49","V49",1
"Chaco","Varón","16.45 a 49","V74",1
"Chaco","Varón","16.45 a 49","V89",5
"Chaco","Varón","16.45 a 49","W70",1
"Chaco","Varón","16.45 a 49","W79",1
"Chaco","Varón","16.45 a 49","X59",1
"Chaco","Varón","16.45 a 49","X70",1
"Chaco","Varón","16.45 a 49","X95",1
"Chaco","Varón","16.45 a 49","X99",5
"Chaco","Varón","16.45 a 49","Y00",1
"Chaco","Varón","17.50 a 54","A09",2
"Chaco","Varón","17.50 a 54","A16",2
"Chaco","Varón","17.50 a 54","A19",1
"Chaco","Varón","17.50 a 54","A41",1
"Chaco","Varón","17.50 a 54","A43",1
"Chaco","Varón","17.50 a 54","A48",1
"Chaco","Varón","17.50 a 54","B24",1
"Chaco","Varón","17.50 a 54","B57",1
"Chaco","Varón","17.50 a 54","C01",1
"Chaco","Varón","17.50 a 54","C03",1
"Chaco","Varón","17.50 a 54","C04",1
"Chaco","Varón","17.50 a 54","C05",1
"Chaco","Varón","17.50 a 54","C15",4
"Chaco","Varón","17.50 a 54","C16",4
"Chaco","Varón","17.50 a 54","C18",2
"Chaco","Varón","17.50 a 54","C24",1
"Chaco","Varón","17.50 a 54","C25",2
"Chaco","Varón","17.50 a 54","C32",4
"Chaco","Varón","17.50 a 54","C34",18
"Chaco","Varón","17.50 a 54","C41",3
"Chaco","Varón","17.50 a 54","C43",1
"Chaco","Varón","17.50 a 54","C45",1
"Chaco","Varón","17.50 a 54","C47",1
"Chaco","Varón","17.50 a 54","C48",1
"Chaco","Varón","17.50 a 54","C64",1
"Chaco","Varón","17.50 a 54","C67",1
"Chaco","Varón","17.50 a 54","C71",1
"Chaco","Varón","17.50 a 54","C78",2
"Chaco","Varón","17.50 a 54","C80",5
"Chaco","Varón","17.50 a 54","C81",1
"Chaco","Varón","17.50 a 54","C83",1
"Chaco","Varón","17.50 a 54","C84",1
"Chaco","Varón","17.50 a 54","C85",2
"Chaco","Varón","17.50 a 54","D43",4
"Chaco","Varón","17.50 a 54","D44",1
"Chaco","Varón","17.50 a 54","D61",1
"Chaco","Varón","17.50 a 54","D70",1
"Chaco","Varón","17.50 a 54","E11",3
"Chaco","Varón","17.50 a 54","E14",2
"Chaco","Varón","17.50 a 54","E83",1
"Chaco","Varón","17.50 a 54","F10",7
"Chaco","Varón","17.50 a 54","G12",1
"Chaco","Varón","17.50 a 54","G20",1
"Chaco","Varón","17.50 a 54","G71",1
"Chaco","Varón","17.50 a 54","I06",2
"Chaco","Varón","17.50 a 54","I10",3
"Chaco","Varón","17.50 a 54","I11",2
"Chaco","Varón","17.50 a 54","I20",1
"Chaco","Varón","17.50 a 54","I21",9
"Chaco","Varón","17.50 a 54","I25",1
"Chaco","Varón","17.50 a 54","I31",1
"Chaco","Varón","17.50 a 54","I33",1
"Chaco","Varón","17.50 a 54","I42",3
"Chaco","Varón","17.50 a 54","I48",1
"Chaco","Varón","17.50 a 54","I49",2
"Chaco","Varón","17.50 a 54","I50",4
"Chaco","Varón","17.50 a 54","I51",4
"Chaco","Varón","17.50 a 54","I61",9
"Chaco","Varón","17.50 a 54","I64",8
"Chaco","Varón","17.50 a 54","I67",2
"Chaco","Varón","17.50 a 54","J18",9
"Chaco","Varón","17.50 a 54","J42",1
"Chaco","Varón","17.50 a 54","J43",1
"Chaco","Varón","17.50 a 54","J44",2
"Chaco","Varón","17.50 a 54","J80",1
"Chaco","Varón","17.50 a 54","J85",1
"Chaco","Varón","17.50 a 54","J96",1
"Chaco","Varón","17.50 a 54","J98",1
"Chaco","Varón","17.50 a 54","K42",1
"Chaco","Varón","17.50 a 54","K55",1
"Chaco","Varón","17.50 a 54","K56",1
"Chaco","Varón","17.50 a 54","K61",1
"Chaco","Varón","17.50 a 54","K70",4
"Chaco","Varón","17.50 a 54","K72",1
"Chaco","Varón","17.50 a 54","K74",2
"Chaco","Varón","17.50 a 54","K76",2
"Chaco","Varón","17.50 a 54","K85",1
"Chaco","Varón","17.50 a 54","K92",1
"Chaco","Varón","17.50 a 54","N18",6
"Chaco","Varón","17.50 a 54","N19",2
"Chaco","Varón","17.50 a 54","Q21",1
"Chaco","Varón","17.50 a 54","R96",9
"Chaco","Varón","17.50 a 54","R99",8
"Chaco","Varón","17.50 a 54","V13",1
"Chaco","Varón","17.50 a 54","V47",1
"Chaco","Varón","17.50 a 54","V89",5
"Chaco","Varón","17.50 a 54","W70",1
"Chaco","Varón","17.50 a 54","W86",1
"Chaco","Varón","17.50 a 54","X47",1
"Chaco","Varón","17.50 a 54","X59",2
"Chaco","Varón","17.50 a 54","X70",1
"Chaco","Varón","17.50 a 54","X95",1
"Chaco","Varón","17.50 a 54","X99",1
"Chaco","Varón","17.50 a 54","Y83",1
"Chaco","Varón","18.55 a 59","A09",1
"Chaco","Varón","18.55 a 59","A16",1
"Chaco","Varón","18.55 a 59","A41",3
"Chaco","Varón","18.55 a 59","B41",1
"Chaco","Varón","18.55 a 59","C00",1
"Chaco","Varón","18.55 a 59","C09",1
"Chaco","Varón","18.55 a 59","C15",3
"Chaco","Varón","18.55 a 59","C16",2
"Chaco","Varón","18.55 a 59","C18",3
"Chaco","Varón","18.55 a 59","C22",1
"Chaco","Varón","18.55 a 59","C23",1
"Chaco","Varón","18.55 a 59","C25",3
"Chaco","Varón","18.55 a 59","C31",1
"Chaco","Varón","18.55 a 59","C32",6
"Chaco","Varón","18.55 a 59","C34",23
"Chaco","Varón","18.55 a 59","C41",1
"Chaco","Varón","18.55 a 59","C44",1
"Chaco","Varón","18.55 a 59","C49",1
"Chaco","Varón","18.55 a 59","C61",4
"Chaco","Varón","18.55 a 59","C64",3
"Chaco","Varón","18.55 a 59","C67",1
"Chaco","Varón","18.55 a 59","C71",1
"Chaco","Varón","18.55 a 59","C79",1
"Chaco","Varón","18.55 a 59","C80",3
"Chaco","Varón","18.55 a 59","C92",1
"Chaco","Varón","18.55 a 59","D38",1
"Chaco","Varón","18.55 a 59","D43",1
"Chaco","Varón","18.55 a 59","E11",3
"Chaco","Varón","18.55 a 59","E14",11
"Chaco","Varón","18.55 a 59","E24",1
"Chaco","Varón","18.55 a 59","E66",1
"Chaco","Varón","18.55 a 59","F10",4
"Chaco","Varón","18.55 a 59","G20",1
"Chaco","Varón","18.55 a 59","G30",1
"Chaco","Varón","18.55 a 59","G70",1
"Chaco","Varón","18.55 a 59","G93",2
"Chaco","Varón","18.55 a 59","I10",2
"Chaco","Varón","18.55 a 59","I11",7
"Chaco","Varón","18.55 a 59","I21",16
"Chaco","Varón","18.55 a 59","I25",1
"Chaco","Varón","18.55 a 59","I26",1
"Chaco","Varón","18.55 a 59","I38",1
"Chaco","Varón","18.55 a 59","I47",1
"Chaco","Varón","18.55 a 59","I49",1
"Chaco","Varón","18.55 a 59","I50",5
"Chaco","Varón","18.55 a 59","I51",7
"Chaco","Varón","18.55 a 59","I60",1
